best_eval_accuracy = 0.2743718592964824
eval_accuracy = 0.2743718592964824
eval_loss = 1.3837420621657754
global_step = 832
loss = 0.35055488902219556
0	1	2	[0.8    0.7676 0.8003 0.745 ]
1527	1	0	[0.7173 0.6836 0.689  0.7124]
1528	1	2	[0.607  0.624  0.6416 0.6294]
1529	0	3	[0.601  0.6123 0.59   0.653 ]
1530	1	2	[0.5996 0.5996 0.6055 0.583 ]
1531	3	3	[0.583  0.6055 0.5996 0.6167]
1532	3	0	[0.717  0.7    0.6997 0.6997]
1533	2	3	[0.8877 0.899  0.922  0.9326]
1534	2	3	[0.611  0.5933 0.5986 0.622 ]
1535	2	2	[0.7554 0.7554 0.772  0.761 ]
1536	3	2	[0.861  0.8613 0.878  0.84  ]
1537	2	1	[0.599  0.6743 0.6743 0.6743]
1538	3	3	[0.6626 0.6743 0.657  0.691 ]
1539	2	3	[0.6064 0.589  0.606  0.6113]
1540	1	0	[0.911  0.872  0.8887 0.8887]
1541	3	3	[0.5854 0.5977 0.5854 0.6094]
1542	1	2	[0.7847 0.767  0.7896 0.7495]
1543	2	0	[0.722  0.6763 0.699  0.705 ]
1544	0	2	[0.6846 0.696  0.718  0.7124]
1545	1	1	[0.932  0.943  0.937  0.9263]
1546	0	0	[0.6465 0.6235 0.6294 0.635 ]
1547	0	0	[0.6606 0.6606 0.633  0.655 ]
1548	1	1	[0.8794 0.9062 0.8955 0.885 ]
1549	2	2	[0.7373 0.6807 0.743  0.7197]
1550	0	0	[0.6753 0.6523 0.6577 0.658 ]
1551	2	2	[0.6523 0.6577 0.6753 0.658 ]
1552	1	1	[0.5874 0.644  0.5874 0.6045]
1553	1	1	[0.7827 0.783  0.7827 0.7827]
1554	1	3	[0.7407 0.7573 0.7515 0.758 ]
1555	2	0	[0.659  0.6484 0.643  0.6367]
1556	1	2	[0.597  0.5913 0.609  0.5737]
1557	0	0	[0.9883 0.881  0.9595 0.914 ]
1558	2	2	[0.6523 0.6416 0.6636 0.653 ]
1559	3	1	[0.7017 0.7075 0.7075 0.702 ]
1560	0	1	[0.5503 0.597  0.5674 0.5557]
1561	0	2	[0.5527 0.5757 0.599  0.558 ]
1562	3	0	[0.8804 0.8804 0.8755 0.8745]
1563	0	0	[0.8804 0.8804 0.8804 0.8755]
1564	1	2	[0.738  0.749  0.7725 0.7607]
1565	3	3	[0.593  0.581  0.5347 0.6396]
1566	1	2	[0.632  0.6265 0.6494 0.6143]
1567	3	2	[0.6924 0.738  0.7886 0.7256]
1568	0	3	[0.7554 0.7383 0.7446 0.796 ]
1569	3	2	[0.8076 0.813  0.83   0.824 ]
1570	3	0	[0.83   0.813  0.8076 0.819 ]
1571	0	3	[0.9146 0.9375 0.92   0.9434]
1572	0	1	[0.806  0.812  0.8066 0.806 ]
1573	0	2	[0.737  0.7085 0.7764 0.691 ]
1574	3	0	[0.7266 0.7207 0.676  0.715 ]
1575	3	1	[0.4878 0.494  0.4937 0.494 ]
1576	2	1	[0.5117 0.5303 0.5176 0.524 ]
1577	0	3	[0.5117 0.5117 0.524  0.5303]
1578	2	3	[0.5615 0.55   0.585  0.5903]
1579	3	3	[0.607  0.6016 0.6064 0.6304]
1580	1	0	[0.607  0.6006 0.6016 0.6064]
1581	3	2	[0.5835 0.5366 0.5894 0.5835]
1582	1	1	[0.5586 0.57   0.57   0.5645]
1583	1	3	[0.8013 0.7896 0.7896 0.829 ]
1584	0	0	[0.767  0.704  0.7266 0.75  ]
1585	1	2	[0.8096 0.8423 0.8706 0.8257]
1586	3	2	[0.6465 0.652  0.6577 0.6406]
1587	2	1	[0.5737 0.591  0.585  0.585 ]
1588	2	0	[0.8193 0.792  0.7803 0.7974]
1589	0	0	[0.878  0.867  0.862  0.8613]
1590	3	3	[0.4966 0.5913 0.526  0.632 ]
1591	2	2	[0.695  0.689  0.7114 0.6206]
1592	0	1	[0.683  0.695  0.689  0.6206]
1593	3	2	[0.751  0.751  0.785  0.7407]
1594	2	2	[0.6924 0.7036 0.7266 0.664 ]
1595	1	0	[0.969 0.952 0.957 0.946]
1596	0	3	[0.7754 0.731  0.7476 0.8203]
1597	1	0	[0.849  0.821  0.832  0.8433]
1598	0	1	[0.8267 0.849  0.8433 0.832 ]
1599	3	3	[0.8286 0.8345 0.8286 0.8403]
1600	3	0	[0.911  0.9053 0.911  0.9053]
1601	0	1	[0.967 0.972 0.961 0.967]
1602	0	0	[0.989 0.972 0.967 0.961]
1603	1	1	[0.8174 0.8687 0.818  0.8345]
1604	3	2	[0.584  0.5947 0.6064 0.5957]
1605	2	1	[0.5513 0.6035 0.6035 0.603 ]
1606	0	0	[0.6523 0.647  0.6294 0.635 ]
1607	3	0	[0.6445 0.6104 0.6045 0.605 ]
1608	0	2	[0.6914 0.6855 0.7144 0.6753]
1609	0	1	[0.5015 0.5137 0.496  0.4954]
1610	0	3	[0.589  0.5723 0.589  0.595 ]
1611	1	0	[0.6675 0.656  0.634  0.639 ]
1612	0	3	[0.802  0.8022 0.807  0.8076]
1613	2	3	[0.807  0.8022 0.802  0.8076]
1614	2	2	[0.641  0.6357 0.652  0.647 ]
1615	1	0	[0.647  0.641  0.6357 0.641 ]
1616	3	3	[0.619  0.63   0.6304 0.6353]
1617	1	1	[0.518  0.5356 0.5356 0.5356]
1618	2	0	[0.618  0.6123 0.618  0.618 ]
1619	1	0	[0.699  0.6826 0.6987 0.6943]
1620	1	0	[0.6807 0.617  0.617  0.612 ]
1621	1	1	[0.8496 0.9    0.872  0.81  ]
1622	3	2	[0.523  0.5347 0.5405 0.5356]
1623	3	0	[0.5405 0.5293 0.5234 0.535 ]
1624	0	0	[0.5894 0.5894 0.5835 0.5776]
1625	1	2	[0.5835 0.5835 0.5894 0.5776]
1626	2	1	[0.7017 0.724  0.707  0.6904]
1627	3	0	[0.652  0.5933 0.5825 0.64  ]
1628	2	2	[0.7207 0.7207 0.767  0.721 ]
1629	1	1	[0.553  0.616  0.588  0.5874]
1630	0	0	[1.005  0.9595 0.948  0.9536]
1631	0	3	[0.835  0.8296 0.852  0.863 ]
1632	3	2	[0.697  0.708  0.7134 0.7134]
1633	2	0	[0.7007 0.6836 0.7007 0.7   ]
1634	2	1	[0.8706 0.8984 0.848  0.877 ]
1635	1	0	[0.9346 0.9014 0.9004 0.874 ]
1636	3	1	[0.818 0.835 0.823 0.806]
1637	2	0	[0.7705 0.7427 0.7656 0.7485]
1638	3	0	[0.6226 0.588  0.605  0.6055]
1639	2	2	[0.7783 0.7603 0.7954 0.7666]
1640	2	2	[0.7666 0.7603 0.7783 0.7783]
1641	3	3	[0.8496 0.85   0.85   0.8506]
1642	0	3	[0.511  0.5176 0.566  0.5894]
1643	0	2	[0.7886 0.8057 0.8164 0.7944]
1644	2	1	[0.8057 0.8164 0.7886 0.7944]
1645	0	0	[0.8823 0.8555 0.866  0.8555]
1646	1	1	[0.6665 0.7    0.6895 0.6836]
1647	0	0	[0.712  0.6836 0.6665 0.6895]
1648	0	3	[0.7007 0.662  0.6953 0.7065]
1649	1	1	[0.7144 0.725  0.72   0.7026]
1650	2	1	[0.7144 0.72   0.7085 0.7026]
1651	2	0	[0.784  0.756  0.7446 0.7617]
1652	2	0	[0.795 0.789 0.773 0.767]
1653	3	2	[0.6416 0.6016 0.6533 0.63  ]
1654	3	0	[0.6533 0.6016 0.6416 0.6416]
1655	0	2	[0.605  0.5996 0.6396 0.6387]
1656	1	3	[0.5996 0.611  0.6387 0.6396]
1657	3	2	[0.6333 0.6045 0.645  0.634 ]
1658	2	2	[0.9355 0.941  0.9463 0.93  ]
1659	3	3	[0.941  0.93   0.9355 0.9414]
1660	1	3	[0.935 0.947 0.941 0.98 ]
1661	0	2	[0.952 0.941 0.98  0.935]
1662	1	3	[0.6533 0.664  0.67   0.676 ]
1663	1	1	[0.6997 0.825  0.6714 0.808 ]
1664	0	3	[0.667  0.662  0.6665 0.684 ]
1665	0	2	[0.872 0.877 0.888 0.803]
1666	0	0	[0.877  0.8716 0.8433 0.854 ]
1667	2	2	[0.8003 0.7773 0.823  0.7324]
1668	0	0	[1.01   0.9185 0.884  0.941 ]
1669	1	1	[0.8115 0.828  0.817  0.811 ]
1670	1	1	[0.817  0.8394 0.8115 0.811 ]
1671	1	3	[0.788  0.7993 0.7935 0.8057]
1672	2	1	[0.9556 0.989  0.955  0.972 ]
1673	2	0	[0.7295 0.7183 0.7124 0.713 ]
1674	3	2	[0.797  0.7856 0.803  0.803 ]
1675	0	0	[0.6655 0.597  0.6655 0.6655]
1676	0	0	[0.696  0.6504 0.65   0.6836]
1677	2	3	[0.777  0.738  0.7656 0.782 ]
1678	1	2	[0.8887 0.8994 0.9507 0.9507]
1679	1	0	[0.817  0.817  0.7944 0.772 ]
1680	3	0	[0.9663 0.961  0.9316 0.961 ]
1681	1	3	[0.961  0.9546 0.9316 0.9663]
1682	0	2	[0.628  0.6226 0.629  0.617 ]
1683	3	1	[0.6724 0.683  0.6143 0.6255]
1684	3	0	[0.706  0.6895 0.689  0.6943]
1685	2	0	[0.598 0.598 0.593 0.593]
1686	2	0	[0.7026 0.6855 0.6685 0.6797]
1687	3	0	[0.835  0.813  0.8135 0.819 ]
1688	0	0	[0.5786 0.55   0.544  0.5493]
1689	0	3	[0.597  0.5625 0.6025 0.603 ]
1690	3	2	[0.797 0.786 0.814 0.808]
1691	3	0	[0.8496 0.8047 0.776  0.7183]
1692	0	3	[0.6016 0.619  0.6245 0.636 ]
1693	0	2	[0.703  0.7256 0.7485 0.7485]
1694	0	1	[0.5576 0.587  0.552  0.5635]
1695	3	3	[0.7495 0.738  0.743  0.755 ]
1696	0	2	[0.7773 0.834  0.84   0.834 ]
1697	0	1	[0.6533 0.67   0.67   0.625 ]
1698	2	2	[0.698  0.6987 0.7046 0.6875]
1699	1	0	[0.687  0.6753 0.687  0.676 ]
1700	1	0	[0.544  0.5137 0.526  0.514 ]
1701	3	1	[0.526  0.544  0.514  0.5146]
1702	2	3	[0.5073 0.5073 0.507  0.537 ]
1703	0	0	[0.688  0.6655 0.655  0.6553]
1704	0	1	[0.646  0.6685 0.646  0.6406]
1705	3	1	[0.543  0.566  0.5547 0.5493]
1706	0	0	[0.584  0.5547 0.543  0.566 ]
1707	3	1	[0.591  0.596  0.585  0.5845]
1708	0	0	[0.864  0.864  0.864  0.8525]
1709	2	2	[0.5864 0.581  0.598  0.5635]
1710	1	1	[0.653  0.67   0.6646 0.6646]
1711	2	2	[0.643  0.6367 0.6543 0.603 ]
1712	1	2	[0.6123 0.601  0.6187 0.6006]
1713	0	0	[0.7373 0.686  0.7373 0.726 ]
1714	2	1	[0.844  0.8555 0.8223 0.839 ]
1715	1	0	[0.6494 0.6157 0.6216 0.644 ]
1716	2	2	[0.7207 0.7207 0.767  0.743 ]
1717	2	1	[0.627  0.6323 0.615  0.621 ]
1718	1	3	[0.5884 0.5947 0.583  0.6177]
1719	0	3	[0.6826 0.6655 0.601  0.683 ]
1720	1	0	[0.872  0.845  0.8403 0.857 ]
1721	0	1	[0.5806 0.6094 0.574  0.586 ]
1722	1	3	[0.996 0.996 0.996 1.018]
1723	2	1	[0.7075 0.7188 0.7075 0.7188]
1724	3	0	[0.7915 0.7524 0.7744 0.769 ]
1725	3	1	[0.7524 0.7915 0.7744 0.775 ]
1726	3	2	[0.639  0.6675 0.6904 0.6396]
1727	0	0	[0.7773 0.685  0.755  0.7656]
1728	3	2	[0.886  0.9146 0.937  0.926 ]
1729	0	3	[0.7065 0.7007 0.706  0.7173]
1730	1	0	[0.64   0.6343 0.623  0.629 ]
1731	2	0	[0.922 0.9   0.906 0.894]
1732	3	2	[0.6035 0.6323 0.633  0.6035]
1733	3	0	[0.555  0.5435 0.5547 0.55  ]
1734	3	1	[0.833  0.867  0.8276 0.8276]
1735	0	2	[0.8447 0.833  0.867  0.8276]
1736	2	0	[0.6055 0.576  0.5938 0.599 ]
1737	3	0	[0.61   0.6045 0.582  0.5815]
1738	1	2	[0.739  0.739  0.7446 0.7446]
1739	2	1	[0.944 0.961 0.927 0.955]
1740	0	2	[0.592  0.586  0.6035 0.603 ]
1741	2	1	[0.92   0.9604 0.931  0.9194]
1742	1	1	[0.7676 0.784  0.778  0.767 ]
1743	3	0	[0.9214 0.916  0.899  0.905 ]
1744	0	1	[0.644  0.6494 0.644  0.644 ]
1745	0	0	[0.954  0.9365 0.9365 0.9194]
1746	1	1	[0.9365 0.954  0.9194 0.9365]
1747	1	0	[0.6577 0.6577 0.624  0.6577]
1748	3	1	[0.537  0.5728 0.5547 0.549 ]
1749	0	0	[0.863  0.8467 0.835  0.846 ]
1750	0	2	[0.627  0.6274 0.6436 0.6274]
1751	0	2	[0.801  0.7837 0.8237 0.762 ]
1752	2	2	[0.804  0.8037 0.8433 0.776 ]
1753	2	0	[0.5996 0.5527 0.576  0.5874]
1754	3	3	[0.7725 0.7725 0.773  0.778 ]
1755	0	1	[0.767  0.773  0.7725 0.7725]
1756	1	3	[0.7227 0.7227 0.7173 0.723 ]
1757	3	1	[0.7085 0.737  0.7256 0.7085]
1758	2	3	[0.7085 0.7256 0.6973 0.737 ]
1759	3	3	[0.723 0.711 0.711 0.745]
1760	1	2	[0.6636 0.6914 0.6973 0.6973]
1761	2	2	[0.6636 0.6973 0.725  0.6973]
1762	2	3	[0.673  0.713  0.707  0.7134]
1763	1	3	[0.6714 0.6714 0.6655 0.677 ]
1764	0	3	[0.67   0.6523 0.675  0.715 ]
1765	1	0	[0.715  0.6807 0.675  0.6523]
1766	1	0	[0.6436 0.6147 0.6265 0.637 ]
1767	1	3	[0.7773 0.7773 0.7773 0.7827]
1768	3	2	[0.5586 0.587  0.5874 0.5586]
1769	0	3	[0.982  0.9814 0.9766 0.9873]
1770	1	2	[0.582  0.571  0.5933 0.582 ]
1771	3	0	[0.598  0.592  0.557  0.5796]
1772	2	3	[0.7554 0.7554 0.756  0.761 ]
1773	0	1	[0.74 0.78 0.78 0.78]
1774	3	0	[0.6265 0.615  0.609  0.626 ]
1775	0	3	[0.8223 0.827  0.8223 0.8276]
1776	1	3	[0.7437 0.749  0.744  0.7607]
1777	2	2	[0.65   0.6606 0.6665 0.65  ]
1778	2	1	[0.6196 0.637  0.586  0.6143]
1779	1	2	[0.583  0.5723 0.6064 0.5947]
1780	3	0	[0.773  0.7617 0.7676 0.716 ]
1781	0	2	[0.7383 0.761  0.7666 0.756 ]
1782	2	3	[0.761  0.756  0.75   0.7666]
1783	2	0	[0.9893 0.9717 0.977  0.983 ]
1784	1	3	[0.819  0.829  0.7964 0.8354]
1785	2	0	[0.6406 0.624  0.59   0.595 ]
1786	0	1	[0.782  0.8213 0.799  0.7993]
1787	2	2	[0.7046 0.6763 0.721  0.71  ]
1788	3	2	[0.7046 0.6763 0.71   0.6646]
1789	3	1	[0.6953 0.7354 0.656  0.7007]
1790	2	3	[0.6533 0.6074 0.6133 0.694 ]
1791	1	3	[0.8306 0.8306 0.8247 0.847 ]
1792	1	0	[0.727  0.7153 0.693  0.727 ]
1793	1	0	[0.706  0.6885 0.6665 0.683 ]
1794	1	1	[0.7925 0.8096 0.7925 0.7817]
1795	1	2	[0.6245 0.619  0.646  0.6133]
1796	3	3	[0.7183 0.724  0.713  0.7354]
1797	1	3	[0.6226 0.617  0.6055 0.628 ]
1798	0	1	[0.731  0.7534 0.731  0.7534]
1799	1	1	[0.6494 0.695  0.6826 0.6885]
1800	0	1	[0.5625 0.568  0.5566 0.568 ]
1801	2	0	[0.658  0.6353 0.652  0.6294]
1802	1	1	[0.7354 0.7695 0.763  0.7524]
1803	0	2	[0.9463 0.94   0.9575 0.957 ]
1804	0	1	[0.699  0.722  0.7104 0.705 ]
1805	0	2	[0.5547 0.5435 0.578  0.5728]
1806	1	2	[0.5684 0.563  0.58   0.5625]
1807	3	2	[0.6216 0.6387 0.6724 0.633 ]
1808	3	1	[0.6216 0.6724 0.6387 0.638 ]
1809	1	0	[0.668  0.617  0.651  0.6167]
1810	2	0	[0.668  0.651  0.634  0.6167]
1811	0	0	[0.861  0.844  0.8438 0.855 ]
1812	2	0	[0.8306 0.797  0.7856 0.82  ]
1813	2	3	[0.7603 0.7085 0.691  0.7773]
1814	3	0	[0.7393 0.7163 0.711  0.711 ]
1815	3	3	[0.772 0.761 0.767 0.778]
1816	2	0	[0.6577 0.6064 0.635  0.635 ]
1817	2	2	[0.893  0.8877 0.899  0.8823]
1818	0	0	[0.6987 0.6597 0.6987 0.6987]
1819	0	2	[0.6924 0.676  0.693  0.67  ]
1820	3	1	[0.742  0.7866 0.7524 0.7695]
1821	0	1	[0.63   0.6416 0.607  0.63  ]
1822	3	0	[0.656  0.638  0.6045 0.6226]
1823	3	1	[0.984  1.018  0.9727 0.9897]
1824	0	3	[0.8604 0.8496 0.8545 0.8823]
1825	1	1	[0.81   0.855  0.8267 0.821 ]
1826	1	3	[0.871  0.854  0.86   0.9097]
1827	3	2	[0.6133 0.6245 0.641  0.6245]
1828	2	2	[0.6655 0.666  0.6772 0.649 ]
1829	2	0	[0.729  0.712  0.723  0.7173]
1830	3	0	[0.7056 0.688  0.688  0.694 ]
1831	1	0	[0.688 0.671 0.688 0.682]
1832	3	2	[0.711 0.7   0.728 0.711]
1833	1	0	[0.6934 0.682  0.688  0.688 ]
1834	0	0	[0.6987 0.688  0.6934 0.688 ]
1835	3	3	[0.6636 0.663  0.6465 0.7207]
1836	2	0	[0.8936 0.877  0.8667 0.8877]
1837	1	2	[0.8345 0.846  0.8735 0.846 ]
1838	0	0	[0.6562 0.6504 0.592  0.6333]
1839	0	0	[0.856  0.822  0.804  0.8213]
1840	3	3	[0.604  0.5864 0.6094 0.633 ]
1841	0	3	[0.6006 0.607  0.6133 0.618 ]
1842	3	0	[0.6606 0.633  0.6274 0.644 ]
1843	1	1	[1.026 1.043 1.016 1.031]
1844	0	0	[0.6895 0.66   0.672  0.6714]
1845	3	1	[0.563 0.592 0.586 0.569]
1846	2	3	[0.819  0.83   0.83   0.8354]
1847	0	3	[0.591  0.5728 0.5903 0.609 ]
1848	2	0	[0.7646 0.748  0.7427 0.7534]
1849	2	2	[0.576  0.6226 0.623  0.605 ]
1850	2	1	[0.614  0.6426 0.573  0.596 ]
1851	2	3	[0.5933 0.5645 0.5933 0.599 ]
1852	3	0	[0.599  0.5645 0.5933 0.5874]
1853	3	2	[0.6353 0.6353 0.6626 0.6353]
1854	3	1	[0.6353 0.6626 0.6353 0.6353]
1855	1	2	[0.703  0.7495 0.7725 0.7607]
1856	1	1	[0.6616 0.685  0.6846 0.6616]
1857	3	3	[0.571  0.576  0.5703 0.605 ]
1858	3	3	[0.5703 0.576  0.571  0.6284]
1859	2	2	[0.5796 0.597  0.609  0.603 ]
1860	0	2	[0.5796 0.597  0.603  0.5977]
1861	2	2	[0.747  0.7476 0.781  0.764 ]
1862	0	0	[0.5903 0.5786 0.584  0.573 ]
1863	1	0	[0.7017 0.6846 0.679  0.668 ]
1864	3	3	[0.589  0.6123 0.5947 0.6816]
1865	0	3	[0.9014 0.9014 0.9014 0.9067]
1866	0	1	[0.617  0.6562 0.6226 0.6455]
1867	3	3	[0.8853 0.8906 0.896  0.908 ]
1868	0	3	[0.6255 0.614  0.6143 0.6597]
1869	0	3	[0.6084 0.6143 0.614  0.6597]
1870	3	3	[0.7847 0.8237 0.8237 0.8926]
1871	2	0	[0.626  0.5977 0.586  0.609 ]
1872	2	1	[0.7134 0.7305 0.7075 0.7305]
1873	0	1	[0.964  0.9917 0.964  0.9863]
1874	0	1	[0.7886 0.8228 0.8057 0.7886]
1875	2	2	[0.929  0.951  0.9688 0.9517]
1876	3	0	[0.536  0.5244 0.5303 0.5303]
1877	1	1	[0.5586 0.6343 0.6284 0.616 ]
1878	0	3	[0.6436 0.643  0.6436 0.6655]
1879	3	0	[0.815  0.815  0.765  0.8145]
1880	1	3	[0.538  0.55   0.5557 0.5615]
1881	2	0	[0.5967 0.591  0.591  0.5615]
1882	2	0	[0.5967 0.591  0.585  0.5615]
1883	2	2	[0.538  0.5615 0.573  0.5557]
1884	1	2	[0.594  0.6006 0.6113 0.5767]
1885	0	0	[0.7705 0.759  0.748  0.748 ]
1886	0	3	[0.6655 0.6133 0.6597 0.671 ]
1887	0	3	[0.666  0.6606 0.6606 0.6826]
1888	2	3	[0.7563 0.7393 0.7334 0.7964]
1889	1	1	[0.5825 0.606  0.5996 0.582 ]
1890	3	2	[0.8574 0.864  0.8745 0.836 ]
1891	0	3	[0.728  0.728  0.728  0.7334]
1892	0	1	[0.557  0.587  0.546  0.5522]
1893	1	3	[0.7485 0.7485 0.7646 0.7705]
1894	0	1	[0.531  0.5537 0.5366 0.548 ]
1895	1	0	[0.6753 0.6465 0.6577 0.618 ]
1896	3	0	[0.906  0.884  0.8735 0.8896]
1897	2	0	[0.6685 0.6113 0.6626 0.668 ]
1898	1	3	[0.844  0.8335 0.81   0.8613]
1899	1	3	[0.683  0.6714 0.6543 0.706 ]
1900	2	3	[0.6895 0.661  0.6616 0.6953]
1901	2	2	[0.6724 0.6836 0.7007 0.6836]
1902	2	0	[0.8325 0.805  0.822  0.8164]
1903	0	1	[0.6626 0.691  0.652  0.685 ]
1904	0	2	[0.5625 0.563  0.5747 0.5454]
1905	2	0	[0.645 0.645 0.645 0.587]
1906	1	0	[0.7437 0.7324 0.7046 0.721 ]
1907	2	2	[0.545  0.5454 0.5684 0.5566]
1908	3	0	[0.7427 0.72   0.731  0.731 ]
1909	0	2	[0.713  0.6963 0.736  0.713 ]
1910	1	3	[0.642  0.6763 0.6133 0.7163]
1911	0	1	[0.724 0.758 0.746 0.746]
1912	3	1	[0.7144 0.7256 0.7144 0.7197]
1913	1	3	[0.638 0.649 0.638 0.66 ]
1914	1	0	[1.005  0.959  0.9927 0.9985]
1915	3	2	[0.5474 0.5835 0.6006 0.5293]
1916	2	1	[0.7573 0.791  0.78   0.763 ]
1917	1	2	[0.583  0.6    0.612  0.6006]
1918	3	2	[0.76   0.749  0.7773 0.765 ]
1919	2	0	[0.634 0.611 0.634 0.616]
1920	1	0	[0.9434 0.915  0.932  0.909 ]
1921	1	2	[0.932  0.932  0.9434 0.909 ]
1922	2	0	[0.8745 0.8745 0.8584 0.8584]
1923	3	2	[0.6567 0.6626 0.6855 0.6626]
1924	1	2	[0.6577 0.6626 0.6855 0.6567]
1925	3	0	[0.821  0.7935 0.8047 0.7935]
1926	0	3	[0.688  0.683  0.6772 0.694 ]
1927	3	1	[0.6772 0.694  0.683  0.6934]
1928	3	0	[0.871  0.86   0.8433 0.865 ]
1929	1	0	[0.678  0.656  0.661  0.6724]
1930	1	1	[0.6953 0.7065 0.6787 0.7065]
1931	2	1	[0.6626 0.679  0.674  0.657 ]
1932	2	0	[0.679  0.657  0.6685 0.6626]
1933	3	1	[0.628  0.6455 0.6104 0.616 ]
1934	0	0	[0.6953 0.6733 0.6787 0.673 ]
1935	2	2	[0.7354 0.7524 0.775  0.753 ]
1936	2	2	[0.6914 0.692  0.6978 0.692 ]
1937	1	1	[0.692  0.6978 0.6914 0.692 ]
1938	0	2	[0.595  0.5947 0.601  0.5947]
1939	3	1	[0.5947 0.601  0.5947 0.5957]
1940	1	3	[0.9756 0.987  0.987  1.016 ]
1941	2	0	[0.581  0.5806 0.581  0.5522]
1942	3	3	[0.547  0.5522 0.547  0.5645]
1943	3	2	[0.6494 0.638  0.666  0.633 ]
1944	1	0	[0.647  0.6357 0.6294 0.6465]
1945	1	1	[0.5845 0.6084 0.591  0.5728]
1946	3	2	[0.78   0.7915 0.813  0.785 ]
1947	0	2	[0.7905 0.7915 0.813  0.78  ]
1948	3	2	[0.785  0.807  0.8467 0.8076]
1949	3	2	[0.807  0.785  0.8467 0.796 ]
1950	3	2	[0.741  0.741  0.7583 0.73  ]
1951	0	0	[0.6426 0.6196 0.6084 0.637 ]
1952	3	0	[0.661  0.5845 0.661  0.661 ]
1953	2	1	[0.615  0.65   0.627  0.6445]
1954	1	1	[0.591 0.602 0.591 0.591]
1955	2	2	[0.676  0.7046 0.71   0.71  ]
1956	0	2	[0.704  0.676  0.71   0.7046]
1957	1	0	[0.8306 0.82   0.825  0.814 ]
1958	0	3	[0.7197 0.7017 0.6567 0.742 ]
1959	1	0	[0.8145 0.78   0.786  0.7637]
1960	2	3	[0.741 0.741 0.747 0.763]
1961	0	3	[0.6147 0.6094 0.5923 0.627 ]
1962	3	0	[0.627  0.5923 0.6094 0.6206]
1963	2	0	[0.6704 0.6533 0.659  0.642 ]
1964	1	0	[0.8296 0.801  0.829  0.7837]
1965	1	0	[0.656  0.622  0.6104 0.633 ]
1966	0	2	[0.823  0.8613 0.873  0.833 ]
1967	3	2	[0.754  0.7656 0.771  0.754 ]
1968	1	3	[0.7656 0.748  0.754  0.771 ]
1969	2	0	[0.78   0.7583 0.7524 0.7573]
1970	3	2	[0.6597 0.66   0.688  0.6606]
1971	2	0	[0.6826 0.6826 0.682  0.677 ]
1972	1	1	[0.6597 0.688  0.671  0.66  ]
1973	3	0	[0.764  0.712  0.7065 0.7637]
1974	3	3	[0.6704 0.676  0.6763 0.681 ]
1975	1	3	[0.7397 0.7397 0.7393 0.757 ]
1976	1	2	[0.6   0.6   0.617 0.594]
1977	2	2	[0.6   0.594 0.617 0.617]
1978	2	2	[0.635  0.6626 0.6743 0.6406]
1979	1	0	[0.802  0.74   0.7124 0.774 ]
1980	0	1	[0.706  0.802  0.774  0.7124]
1981	1	2	[0.874  0.858  0.8794 0.8633]
1982	3	2	[0.7007 0.7114 0.712  0.7007]
1983	1	0	[0.6777 0.6313 0.6494 0.6772]
1984	1	1	[0.891  0.8916 0.891  0.8696]
1985	3	1	[0.862  0.8784 0.846  0.8564]
1986	2	0	[0.8784 0.846  0.873  0.862 ]
1987	3	1	[0.571  0.629  0.6055 0.6113]
1988	2	3	[0.6055 0.571  0.606  0.629 ]
1989	2	3	[0.5596 0.571  0.5767 0.5884]
1990	2	2	[0.5596 0.571  0.5884 0.5884]
1991	0	0	[0.8364 0.7295 0.785  0.8027]
1992	2	3	[0.6396 0.634  0.6167 0.6562]
1993	0	1	[0.8633 0.869  0.802  0.8623]
1994	2	2	[0.9424 0.943  0.948  0.904 ]
1995	1	1	[0.5825 0.618  0.582  0.576 ]
1996	3	0	[0.8506 0.8125 0.823  0.828 ]
1997	1	1	[0.556  0.5845 0.567  0.5615]
1998	1	3	[0.87   0.8647 0.8755 0.9033]
1999	0	3	[0.8696 0.8755 0.87   0.9033]
2000	3	2	[0.6177 0.6177 0.6226 0.6123]
2001	1	2	[0.6143 0.62   0.626  0.609 ]
2002	1	0	[0.626  0.6084 0.609  0.6143]
2003	2	0	[0.628  0.628  0.605  0.6045]
2004	1	1	[0.5625 0.6094 0.5693 0.574 ]
2005	3	1	[0.6772 0.7173 0.683  0.689 ]
2006	3	1	[0.7065 0.707  0.696  0.701 ]
2007	2	3	[0.5747 0.539  0.586  0.5923]
2008	2	1	[0.694 0.751 0.745 0.722]
2009	2	1	[1.032 1.048 1.032 1.043]
2010	2	2	[0.6626 0.69   0.696  0.6626]
2011	2	1	[0.6343 0.668  0.6455 0.668 ]
2012	3	1	[0.8115 0.8286 0.7725 0.8057]
2013	2	1	[0.613  0.6304 0.618  0.6074]
2014	0	2	[0.7847 0.785  0.8066 0.79  ]
2015	3	3	[0.7686 0.78   0.7573 0.7964]
2016	1	3	[0.8394 0.801  0.8438 0.867 ]
2017	1	3	[0.6426 0.637  0.632  0.643 ]
2018	3	1	[0.605 0.611 0.582 0.605]
2019	3	2	[0.5747 0.5864 0.615  0.603 ]
2020	3	0	[0.615  0.5913 0.5923 0.5923]
2021	0	0	[0.9316 0.8804 0.9316 0.9316]
2022	1	1	[0.7637 0.791  0.775  0.747 ]
2023	3	2	[0.7407 0.747  0.763  0.735 ]
