best_eval_accuracy = 0.6046901172529313
eval_accuracy = 0.6046901172529313
eval_loss = 0.9667929583054813
global_step = 624
loss = 0.2193882568359375
0	1	2	[-2.002 -1.58  -1.567 -3.465]
1425	1	1	[-1.548  0.83  -1.113 -1.975]
1426	2	3	[-3.238 -1.769 -0.947 -0.714]
1427	1	1	[-1.769  -0.4805 -3.238  -0.714 ]
1428	3	1	[-4.47  -1.897 -4.246 -2.95 ]
1429	1	0	[-1.897 -3.922 -4.47  -4.246]
1430	3	3	[ 0.6753 -1.097   1.229   3.33  ]
1431	0	0	[ 0.917   0.1454 -1.921  -1.233 ]
1432	1	1	[-3.256 -0.465 -3.637 -3.95 ]
1433	0	0	[ 0.661 -5.184 -3.537 -4.168]
1434	0	0	[-2.166 -4.445 -3.602 -4.85 ]
1435	3	0	[-2.44  -3.09  -3.127 -3.352]
1436	3	1	[-0.7393  1.54   -2.465   0.633 ]
1437	2	2	[ 0.1461  1.422   3.01   -0.4504]
1438	0	0	[-2.262 -4.59  -2.281 -4.086]
1439	2	2	[-4.59  -4.086 -1.268 -2.281]
1440	0	0	[-1.045 -1.742 -3.887 -3.309]
1441	3	3	[-3.867 -3.033 -3.46  -2.59 ]
1442	2	2	[-0.5654 -2.37    2.78   -2.387 ]
1443	0	0	[-2.086 -4.695 -2.188 -4.63 ]
1444	2	2	[-4.36   -4.703  -0.8335 -3.383 ]
1445	1	1	[1.807e-01 3.988e+00 3.052e-01 3.469e-03]
1446	0	0	[-3.625 -5.695 -4.906 -5.277]
1447	0	3	[-2.184 -0.686 -1.413  1.47 ]
1448	0	0	[-3.002 -3.994 -3.197 -4.758]
1449	3	2	[ 3.39  -2.008  4.547  3.56 ]
1450	1	2	[-2.412 -2.219 -1.149 -2.504]
1451	3	0	[ 0.3875 -2.75   -1.596  -0.9546]
1452	0	2	[0.4067 4.215  4.66   2.357 ]
1453	0	0	[ 2.182 -1.069 -2.062 -0.627]
1454	2	2	[-2.412 -1.296  1.609 -2.432]
1455	0	2	[-0.522  -1.601   0.8467 -2.844 ]
1456	2	2	[-1.601   0.8467  1.462  -2.844 ]
1457	2	2	[-0.738  0.976  3.086  1.269]
1458	0	0	[-2.502 -3.223 -6.16  -3.395]
1459	2	1	[-5.51  -4.97  -5.285 -5.484]
1460	0	0	[ 1.901 -2.275 -1.922 -1.281]
1461	1	1	[-2.47     0.2698  -2.918   -0.02661]
1462	3	1	[-2.863 -1.446 -3.752 -3.336]
1463	2	3	[-2.863 -3.752 -2.277 -1.446]
1464	3	3	[ 0.848  -0.3938 -2.479   2.21  ]
1465	0	0	[-2.887 -3.96  -4.04  -4.61 ]
1466	0	0	[-1.22  -4.42  -3.736 -4.76 ]
1467	2	2	[-4.42  -3.736  0.689 -4.76 ]
1468	1	1	[-3.438 -2.904 -3.562 -3.752]
1469	1	0	[ 2.922  1.496 -1.752  1.225]
1470	3	3	[-1.776 -2.924 -1.747 -1.554]
1471	2	2	[-1.776 -2.924  0.685 -1.747]
1472	0	0	[ 3.43   1.411  1.645 -1.068]
1473	0	0	[ 0.04297 -1.205   -2.33    -1.88   ]
1474	3	1	[-3.672 -1.205 -1.88  -2.33 ]
1475	2	0	[-4.07  -4.35  -4.277 -4.523]
1476	1	1	[-3.682  0.993 -2.8   -2.395]
1477	1	1	[-4.72  -2.777 -5.426 -3.67 ]
1478	3	3	[-3.166 -2.895 -2.277  1.032]
1479	1	1	[-1.341  1.183 -2.617 -2.71 ]
1480	1	0	[-1.168 -1.496 -3.295 -2.285]
1481	1	1	[-1.017     0.08215   0.005947 -0.4092  ]
1482	3	1	[-0.681  2.143 -1.416  1.875]
1483	0	1	[-0.5117 -0.462  -2.488  -1.108 ]
1484	2	2	[ 0.3618 -2.314   1.501   0.4792]
1485	2	2	[-1.618  -1.091   0.807   0.3938]
1486	2	1	[-1.536 -0.822 -4.15  -1.994]
1487	3	1	[0.3367 2.855  1.091  2.463 ]
1488	1	2	[1.091  1.459  2.855  0.3367]
1489	1	1	[-1.504 -0.867 -1.3   -3.21 ]
1490	0	0	[ 1.441 -2.992  1.285 -1.463]
1491	1	1	[-1.439  1.698 -1.567 -3.074]
1492	3	3	[-1.463 -2.992  1.285  2.43 ]
1493	3	3	[-1.439 -1.567 -3.074  2.943]
1494	1	1	[-3.861  -0.4612 -1.505  -0.839 ]
1495	2	1	[-1.896   0.2725 -1.486  -1.479 ]
1496	3	3	[-3.152 -4.53  -5.008  1.014]
1497	3	0	[ 0.4521 -1.756  -1.681   0.024 ]
1498	0	2	[1.759 1.019 2.133 1.911]
1499	2	2	[2.133 1.019 3.336 1.911]
1500	1	0	[1.839  1.054  0.7114 0.2258]
1501	1	1	[0.7114 2.754  0.2258 1.839 ]
1502	1	1	[-5.402 -0.795 -1.818 -4.23 ]
1503	2	2	[ 0.4382 -2.23    0.518  -0.1675]
1504	2	0	[2.807 2.389 2.506 1.071]
1505	0	0	[ 3.701  -2.994   0.8174  1.213 ]
1506	2	2	[ 1.213  -2.994   1.239   0.8174]
1507	2	1	[-0.3147  1.764  -1.68   -1.2   ]
1508	0	0	[ 1.332 -1.825 -2.32  -1.719]
1509	2	2	[-2.447 -2.383 -1.917 -2.004]
1510	1	2	[ 0.8955  1.241   1.347  -0.336 ]
1511	0	0	[ 0.9263 -3.531  -3.248  -2.254 ]
1512	0	2	[ 1.136  -0.0223  1.429   0.3516]
1513	3	3	[-5.516  -5.73   -3.33    0.5225]
1514	0	0	[ 1.348 -3.012 -3.117 -1.42 ]
1515	2	2	[-3.371 -3.82  -3.164 -3.67 ]
1516	1	1	[-1.329  2.572 -2.736 -1.184]
1517	2	1	[ 0.772  1.13   1.106 -1.052]
1518	0	0	[ 3.096 -3.236 -2.662 -1.347]
1519	2	3	[-2.707 -2.836 -2.75  -2.363]
1520	0	1	[-0.2666  0.6763 -2.623  -3.143 ]
1521	3	0	[-0.501  -1.9375 -1.583  -0.843 ]
1522	3	3	[-3.275 -3.49  -2.822  0.818]
1523	2	2	[-3.275 -3.49  -1.006 -2.822]
1524	2	2	[-3.332  -2.387   0.2727 -1.342 ]
1525	3	3	[-1.999  -2.547  -2.512   0.2227]
1526	3	3	[-0.2825  1.955   0.2036  3.008 ]
1527	1	1	[-3.02  -2.395 -2.744 -4.33 ]
1528	1	1	[-2.146  -0.8516 -3.344  -3.512 ]
1529	0	0	[ 2.188    1.361   -0.631    0.03683]
1530	1	0	[ 1.499   1.261   0.6426 -0.3557]
1531	3	2	[-0.3557  0.6426  1.499   1.219 ]
1532	3	3	[-2.064 -3.854 -4.508 -1.248]
1533	2	2	[1.402  1.216  3.459  0.6396]
1534	2	2	[-1.538 -2.797 -0.418 -1.375]
1535	2	2	[-2.982  -0.656   0.1969 -3.504 ]
1536	3	3	[ 0.4565 -0.1045  1.366   3.887 ]
1537	2	2	[-0.9995  1.145   1.627   0.305 ]
1538	3	3	[-2.309 -2.045 -3.123 -1.689]
1539	2	0	[-0.1139 -1.655  -0.612  -2.889 ]
1540	1	1	[-4.734 -4.504 -4.875 -4.72 ]
1541	3	3	[-1.982  -0.5938 -0.3047  1.968 ]
1542	1	1	[-2.133 -1.752 -2.654 -2.902]
1543	2	2	[-5.066 -5.473 -3.576 -5.45 ]
1544	0	1	[-5.465 -3.678 -5.16  -5.395]
1545	1	1	[-5.566 -1.742 -4.18  -3.91 ]
1546	0	2	[-3.488 -3.518 -3.36  -4.63 ]
1547	0	0	[ 0.06183 -0.6025  -0.1909  -2.81   ]
1548	1	3	[-0.9956 -0.8936 -2.898  -0.233 ]
1549	2	2	[-0.04828 -0.2162   2.5     -0.1356 ]
1550	0	0	[ 1.512   -0.3818   0.03195  0.643  ]
1551	2	3	[-0.3818   0.03195 -0.9814   0.643  ]
1552	1	1	[-2.348  -0.7744 -4.504  -2.25  ]
1553	1	2	[-1.355  -0.707  -0.2474 -1.391 ]
1554	1	2	[ 0.7954  0.877   1.076  -0.9604]
1555	2	2	[-5.215 -4.7   -1.005 -4.758]
1556	1	3	[-4.27    0.1948 -0.4263  0.7485]
1557	0	0	[4.22  1.832 3.582 2.807]
1558	2	2	[1.26   0.9116 3.69   1.345 ]
1559	3	3	[-4.83  -5.4   -5.05  -2.352]
1560	0	1	[ 0.1384  0.8545 -0.4934 -2.352 ]
1561	0	0	[-3.51  -4.68  -5.266 -4.668]
1562	3	1	[ 0.8623  1.39   -0.781   1.24  ]
1563	0	0	[ 1.391   1.39    0.8623 -0.781 ]
1564	1	3	[-2.95   -1.028  -3.305  -0.9165]
1565	3	3	[-2.57  -3.494 -3.375 -2.48 ]
1566	1	1	[-4.164 -2.633 -5.125 -3.746]
1567	3	3	[-2.613    -3.516    -0.1138    0.007626]
1568	0	0	[ 0.5176 -0.5273 -0.5337 -0.4788]
1569	3	1	[-3.555 -1.882 -2.758 -1.952]
1570	3	3	[-2.758 -1.882 -3.555 -1.475]
1571	0	0	[-1.496 -2.027 -1.522 -2.055]
1572	0	0	[-2.002 -2.885 -2.889 -2.348]
1573	0	0	[-0.9507 -1.972  -2.29   -2.521 ]
1574	3	3	[-2.871  -1.459  -2.29   -0.3582]
1575	3	2	[-5.02  -6.066 -4.465 -5.79 ]
1576	2	2	[-4.75  -3.81  -1.485 -2.314]
1577	0	2	[-3.402 -4.75  -2.314 -3.81 ]
1578	2	2	[-2.52  -2.85   1.936 -1.86 ]
1579	3	3	[-4.03   -2.52    0.2656  0.3616]
1580	1	3	[-4.03    0.2262 -2.52    0.2656]
1581	3	2	[-1.893   -2.062   -0.07367 -1.267  ]
1582	1	0	[-0.911 -1.17  -1.413 -3.582]
1583	1	1	[0.03001 1.19    0.4375  0.578  ]
1584	0	0	[-0.3965 -3.883  -2.45   -3.219 ]
1585	1	0	[-4.18  -4.98  -4.68  -5.156]
1586	3	3	[-3.04  -4.492 -4.13  -1.306]
1587	2	2	[-5.996 -5.207 -3.492 -5.863]
1588	2	2	[-1.489  -0.8364  0.8076 -1.521 ]
1589	0	3	[-0.856   0.7485 -1.478   1.    ]
1590	3	3	[-4.926 -3.605 -3.953 -1.427]
1591	2	2	[-1.514 -2.533 -1.386 -3.238]
1592	0	0	[-1.201 -1.514 -2.533 -3.238]
1593	3	3	[-0.899  -0.3086 -1.167   2.139 ]
1594	2	2	[-1.344   -0.10034  1.016   -3.139  ]
1595	1	0	[-1.815 -2.484 -1.838 -2.13 ]
1596	0	0	[ 1.719  -0.892   0.712   0.8867]
1597	1	3	[-2.19   -2.303  -1.96   -0.6895]
1598	0	2	[-3.758  -2.19   -0.6895 -1.96  ]
1599	3	3	[-0.8003  -1.207   -1.34     0.00722]
1600	3	2	[-0.8057 -1.045  -0.527  -1.288 ]
1601	0	0	[ 1.423  -0.1505 -0.589  -4.344 ]
1602	0	0	[ 0.9565 -0.1505 -4.344  -0.589 ]
1603	1	1	[-3.404  -0.3691 -2.94   -3.299 ]
1604	3	3	[-4.348 -3.035 -3.67  -2.732]
1605	2	1	[-4.484 -1.374 -1.5   -2.098]
1606	0	1	[-4.477 -4.258 -5.195 -5.164]
1607	3	3	[-6.023 -5.94  -6.05  -4.06 ]
1608	0	3	[-4.49  -4.91  -4.984 -3.58 ]
1609	0	1	[-1.585   0.7065 -3.     -0.589 ]
1610	0	0	[-4.836 -5.836 -7.285 -7.285]
1611	1	1	[-5.895   0.3694 -5.336  -4.71  ]
1612	0	2	[-0.713  -0.9937  0.558  -0.3213]
1613	2	2	[ 0.558  -0.9937  1.789  -0.3213]
1614	2	3	[1.6045 2.35   2.264  3.81  ]
1615	1	0	[3.81   3.633  2.35   1.6045]
1616	3	2	[1.231 4.484 4.89  4.63 ]
1617	1	1	[-2.564  -0.7666 -2.56   -2.152 ]
1618	2	2	[-0.1508 -1.521  -0.0441 -1.773 ]
1619	1	1	[-3.076 -1.897 -4.06  -3.5  ]
1620	1	0	[-2.92  -3.424 -4.445 -3.87 ]
1621	1	3	[-3.902 -3.643 -4.93  -3.139]
1622	3	3	[-4.9   -6.164 -5.63  -4.766]
1623	3	2	[-5.477 -6.19  -1.386 -4.914]
1624	0	1	[-0.741  0.933 -3.36  -3.154]
1625	1	2	[-3.36  -0.208  0.933 -3.154]
1626	2	2	[-6.87  -7.26  -3.938 -6.445]
1627	3	3	[3.434 1.311 2.37  4.69 ]
1628	2	3	[-3.877 -3.082 -1.489 -1.34 ]
1629	1	1	[-4.48   0.377 -4.926 -5.535]
1630	0	0	[ 1.286  -0.4294 -0.4712  0.5894]
1631	0	0	[-0.2646 -2.17   -3.604  -1.95  ]
1632	3	3	[-4.773   -2.5     -4.527   -0.11127]
1633	2	2	[-4.3   -3.559  2.957 -4.215]
1634	2	0	[ 0.809  -0.2542 -0.3384 -1.382 ]
1635	1	0	[-4.613 -4.746 -4.715 -5.133]
1636	3	3	[-2.76   -0.4297  1.977   2.283 ]
1637	2	2	[-5.2   -4.273 -1.64  -4.207]
1638	3	3	[-0.9097 -1.426  -1.079  -0.3013]
1639	2	3	[-2.66  -1.916 -2.453 -1.298]
1640	2	0	[-1.298 -1.916 -1.791 -2.66 ]
1641	3	0	[-0.002329 -1.322    -1.657    -1.153   ]
1642	0	3	[-3.717 -4.387 -3.557 -2.688]
1643	0	0	[ 0.343 -3.33  -4.617 -1.215]
1644	2	3	[-3.33  -4.617 -2.395 -1.215]
1645	0	0	[ 1.492   -0.04776 -0.5425   0.3938 ]
1646	1	2	[-5.56 -5.56 -3.21 -4.33]
1647	0	3	[-6.156 -4.33  -5.56  -3.21 ]
1648	0	2	[ 0.1534 -0.2598  1.158   0.8916]
1649	1	0	[2.287 2.023 1.668 0.432]
1650	2	0	[ 2.287   1.668  -0.6743  0.432 ]
1651	2	2	[-1.975   -1.891    0.12213 -1.008  ]
1652	2	2	[-2.47   -3.055  -0.5425 -3.314 ]
1653	3	3	[-5.38  -5.86  -5.387 -5.066]
1654	3	2	[-5.387 -5.86  -5.38  -5.402]
1655	0	0	[-4.168 -5.598 -5.12  -5.05 ]
1656	1	1	[-5.598 -3.793 -5.05  -5.12 ]
1657	3	3	[-1.425  -4.074  -2.963   0.2327]
1658	2	0	[ 0.901   -0.00906  0.4846  -0.638  ]
1659	3	3	[-0.00906 -0.638    0.901    0.9683 ]
1660	1	1	[-0.3323  2.188   1.635   0.5957]
1661	0	1	[ 0.912   1.635   0.5957 -0.3323]
1662	1	3	[0.1873  0.603   0.04837 2.266  ]
1663	1	3	[4.277 3.291 3.59  4.383]
1664	0	3	[-3.385 -4.16  -2.875 -2.072]
1665	0	2	[-2.195 -2.123 -1.284 -3.22 ]
1666	0	0	[-2.201 -3.365 -4.258 -3.154]
1667	2	2	[-3.19   -0.1768  1.382  -2.488 ]
1668	0	1	[-2.428  1.185 -3.715 -1.559]
1669	1	2	[-1.392   -0.2903   0.11865 -2.004  ]
1670	1	0	[ 0.11865 -0.713   -1.392   -2.004  ]
1671	1	1	[ 0.2197   0.2727  -1.473   -0.03848]
1672	2	2	[-1.32   -1.751   0.3108 -2.818 ]
1673	2	2	[-1.901 -1.976  2.375 -1.231]
1674	3	3	[-2.445 -3.05  -4.27  -1.006]
1675	0	0	[-4.656 -5.8   -4.727 -4.9  ]
1676	0	0	[-1.712 -4.11  -3.969 -2.156]
1677	2	1	[-5.96  -5.17  -6.152 -6.91 ]
1678	1	1	[ 1.163   3.719   0.3137 -0.692 ]
1679	1	1	[-6.066 -4.3   -6.8   -6.008]
1680	3	3	[ 2.299  2.562 -1.552  2.723]
1681	1	0	[ 2.562  2.12  -1.552  2.299]
1682	0	2	[-4.12  -3.992 -1.489 -4.25 ]
1683	3	3	[-3.176 -2.627 -4.105 -1.898]
1684	3	2	[-6.426 -6.383 -5.395 -5.56 ]
1685	2	2	[ 1.54   -0.5654  2.494  -2.55  ]
1686	2	2	[-1.221   0.1919  1.808  -1.588 ]
1687	3	3	[2.754  2.46   0.2366 3.523 ]
1688	0	0	[ 1.087 -2.828 -4.074 -3.467]
1689	0	0	[-2.45  -4.53  -3.758 -4.035]
1690	3	3	[-1.163  -1.535  -1.849  -0.7754]
1691	3	2	[-0.827  -2.734  -0.1263 -3.127 ]
1692	0	0	[-3.168 -4.316 -3.846 -4.953]
1693	0	0	[-5.246 -6.26  -6.055 -5.707]
1694	0	0	[-2.148 -4.25  -4.156 -3.775]
1695	3	3	[-2.191 -2.848 -2.396 -0.996]
1696	0	3	[-4.7   -2.783 -2.602 -2.258]
1697	0	2	[-2.188 -3.586 -2.05  -3.44 ]
1698	2	2	[-6.473 -6.18  -3.203 -5.7  ]
1699	1	3	[-0.261  -0.034  -1.265   0.2178]
1700	1	1	[-2.098  4.195 -2.621  2.25 ]
1701	3	2	[-2.621 -2.098  2.25   1.166]
1702	2	0	[-1.636 -3.166 -3.965 -3.258]
1703	0	0	[-0.9893 -5.992  -3.004  -4.93  ]
1704	0	0	[ 2.867    0.823    1.911   -0.10004]
1705	3	3	[-4.77  -4.125 -4.547 -3.67 ]
1706	0	0	[-2.197 -4.547 -4.77  -4.125]
1707	3	0	[-1.43  -4.37  -3.08  -1.481]
1708	0	3	[ 1.159   -0.06915  1.048    1.251  ]
1709	2	2	[-6.17  -5.54   1.917 -5.664]
1710	1	1	[-1.886  1.575 -1.6   -2.035]
1711	2	2	[-4.934 -5.367 -2.564 -4.656]
1712	1	1	[-3.936  1.181 -3.701  0.382]
1713	0	3	[-2.192e-01 -1.235e+00  9.680e-04  5.332e-01]
1714	2	2	[-5.195 -5.3   -2.994 -4.035]
1715	1	1	[-3.182   0.3906 -3.502  -0.6504]
1716	2	2	[-3.688 -3.035 -2.    -2.055]
1717	2	2	[-0.4753 -0.1608  0.749  -0.2837]
1718	1	1	[-5.965   -0.00851 -3.941   -5.69   ]
1719	0	1	[-1.958 -1.113 -5.527 -2.326]
1720	1	3	[-1.495  1.534 -2.846  1.612]
1721	0	0	[1.347  0.591  1.013  0.3298]
1722	1	1	[-0.7285 -0.618  -1.777  -1.157 ]
1723	2	1	[-2.951  -0.8804 -2.305  -1.234 ]
1724	3	3	[-0.02371 -1.685   -1.997    1.197  ]
1725	3	3	[-1.685   -0.02371 -1.997    1.82   ]
1726	3	3	[-5.344 -5.6   -6.008 -5.07 ]
1727	0	0	[ 2.246  -1.148   0.3606  1.968 ]
1728	3	3	[-3.95   -2.625  -2.803   0.1063]
1729	0	2	[-3.217 -1.693 -1.087 -1.296]
1730	1	1	[-4.418   0.9683 -2.39   -3.705 ]
1731	2	0	[-1.256 -2.033 -1.471 -3.465]
1732	3	3	[-1.139  -0.1203 -2.086   1.864 ]
1733	3	3	[-1.374  -1.92   -0.4675  2.973 ]
1734	3	3	[-4.703 -4.844 -2.127 -1.895]
1735	0	3	[-3.473 -4.703 -4.844 -2.127]
1736	2	0	[-3.166 -5.83  -4.51  -4.223]
1737	3	1	[-3.844 -1.759 -3.193 -3.38 ]
1738	1	2	[-0.3088 -0.1866 -0.082  -2.363 ]
1739	2	2	[-1.857 -2.457  0.144 -1.876]
1740	0	2	[-3.37  -3.771 -3.113 -3.184]
1741	2	2	[-5.25  -3.973 -2.748 -5.008]
1742	1	2	[-4.188 -3.719 -3.076 -4.035]
1743	3	3	[ 1.237  -0.3184 -0.8325  1.834 ]
1744	0	3	[-0.2303 -0.614  -1.793  -0.1979]
1745	0	0	[-1.893 -3.504 -2.28  -2.28 ]
1746	1	2	[-3.504 -2.553 -2.28  -2.28 ]
1747	1	2	[-4.66  -4.2   -3.998 -4.598]
1748	3	3	[-2.727   0.6772  0.4414  1.991 ]
1749	0	0	[ 1.644 -1.066  0.136 -0.619]
1750	0	0	[-3.717 -4.844 -5.105 -4.094]
1751	0	2	[-2.814 -2.059 -1.218 -3.076]
1752	2	1	[-2.287 -0.905 -2.537 -2.906]
1753	2	2	[-3.09  -3.879 -1.782 -3.475]
1754	3	0	[ 0.38   -2.543  -2.332   0.1904]
1755	0	2	[-0.921 -2.332  0.38  -2.543]
1756	1	1	[-3.07   -0.7197 -1.116  -1.768 ]
1757	3	0	[-2.54  -2.72  -3.045 -2.99 ]
1758	2	0	[-2.54  -3.045 -3.254 -2.72 ]
1759	3	0	[-0.575 -2.342 -2.38  -1.335]
1760	1	1	[-3.66  -2.184 -3.893 -2.934]
1761	2	1	[-3.66  -2.934 -3.773 -3.893]
1762	2	1	[-3.729 -1.975 -1.994 -2.88 ]
1763	1	2	[-2.836 -2.787 -1.597 -1.891]
1764	0	3	[-5.8   -5.48  -5.195 -5.098]
1765	1	1	[-5.098 -4.79  -5.195 -5.48 ]
1766	1	0	[-2.479 -2.678 -3.828 -2.586]
1767	1	0	[ 0.10864  0.015   -0.7563  -0.3965 ]
1768	3	3	[-5.8  -6.61 -6.91 -0.28]
1769	0	0	[ 0.6304 -1.426  -2.242  -1.357 ]
1770	1	1	[-5.57  -3.021 -4.8   -5.004]
1771	3	0	[-1.7705 -2.729  -3.99   -2.521 ]
1772	2	2	[-2.596 -1.122  2.389 -1.676]
1773	0	1	[0.7085 1.818  1.594  1.757 ]
1774	3	2	[-5.992 -4.617 -3.969 -4.367]
1775	0	2	[-1.642 -1.938 -0.84  -1.417]
1776	1	1	[-1.302    0.784   -0.809    0.07245]
1777	2	2	[-3.906 -5.34  -2.303 -4.72 ]
1778	2	2	[-5.9   -3.639  1.008 -5.695]
1779	1	1	[-2.436   2.25   -0.9663  1.517 ]
1780	3	0	[-4.555 -4.72  -4.848 -4.86 ]
1781	0	3	[-3.613 -3.387 -4.45  -2.268]
1782	2	1	[-3.387 -2.268 -5.266 -4.45 ]
1783	2	2	[-3.125 -4.6   -2.914 -3.785]
1784	1	1	[-4.37  -1.45  -3.922 -2.84 ]
1785	2	2	[-2.87  -2.594 -1.433 -4.562]
1786	0	1	[-1.391    0.5815   0.10986 -1.646  ]
1787	2	3	[-2.855 -2.605 -2.588 -2.383]
1788	3	3	[-2.855 -2.605 -2.383 -1.613]
1789	3	0	[-3.676 -4.496 -4.688 -4.062]
1790	2	0	[ 1.09  -3.13  -3.19  -3.484]
1791	1	1	[-1.274   0.2578 -1.222  -2.082 ]
1792	1	2	[0.09534 0.4863  0.5205  0.2668 ]
1793	1	1	[-5.395  -0.9126 -4.91   -4.73  ]
1794	1	1	[-2.027   0.6167 -2.922  -2.447 ]
1795	1	3	[-4.836 -4.72  -5.457 -2.184]
1796	3	3	[-4.19  -2.023 -4.71   1.598]
1797	1	1	[-5.695 -1.336 -5.58  -5.96 ]
1798	0	0	[ 1.254   0.8936  1.175  -0.4722]
1799	1	2	[-3.873  -0.1742  0.4346 -2.205 ]
1800	0	0	[-0.9316 -1.69   -3.754  -1.47  ]
1801	2	2	[2.855  2.54   3.318  0.1411]
1802	1	1	[-6.105 -2.059 -6.168 -5.38 ]
1803	0	0	[ 1.846 -2.13   1.624 -2.986]
1804	0	0	[ 3.062  -1.247   1.992   0.4888]
1805	0	0	[ 1.223  -1.759  -1.773   0.3838]
1806	1	1	[-6.055 -3.95  -5.887 -6.02 ]
1807	3	1	[0.2734 1.885  1.587  1.239 ]
1808	3	3	[0.2734 1.587  1.885  2.197 ]
1809	1	1	[1.763  2.17   1.1045 0.2632]
1810	2	2	[1.763  1.1045 2.611  0.2632]
1811	0	0	[-4.324 -5.098 -5.312 -5.33 ]
1812	2	2	[-1.      -2.008   -0.04938 -1.516  ]
1813	2	3	[1.26  1.407 1.43  2.2  ]
1814	3	3	[ 1.275 -1.361 -1.369  2.428]
1815	3	0	[-2.432 -2.443 -2.996 -3.158]
1816	2	3	[ 2.615  -0.7646  1.482   2.668 ]
1817	2	0	[1.292   0.05743 1.023   0.1853 ]
1818	0	0	[-3.086 -4.81  -4.51  -4.56 ]
1819	0	0	[ 4.824   1.068   2.584  -0.1289]
1820	3	3	[-6.312 -6.49  -2.932 -1.905]
1821	0	3	[-5.26  -4.535 -4.617 -4.223]
1822	3	3	[-4.76  -5.207 -4.65  -1.727]
1823	3	3	[-4.477  -3.795  -3.273  -0.4998]
1824	0	0	[-0.1617 -1.938  -2.432  -4.41  ]
1825	1	1	[-2.654  2.31  -2.287 -4.137]
1826	1	1	[-4.08  -3.521 -5.54  -5.48 ]
1827	3	3	[-4.79  -5.242 -5.082 -4.125]
1828	2	2	[-4.203   0.4363  2.355  -3.238 ]
1829	2	2	[-5.387 -4.19  -1.004 -4.63 ]
1830	3	1	[-3.363 -2.223 -3.479 -3.832]
1831	1	1	[-4.59  -3.283 -4.94  -3.834]
1832	3	0	[-1.492 -4.03  -3.797 -1.721]
1833	1	3	[ 2.44    2.07   -0.3816  3.646 ]
1834	0	3	[ 2.45   -0.3816  2.44    3.646 ]
1835	3	3	[ 0.8364  0.3313 -0.494   2.148 ]
1836	2	2	[-4.707  -3.768  -0.2615 -2.01  ]
1837	1	1	[-3.57    0.5386  0.1969 -1.972 ]
1838	0	1	[-1.384 -1.142 -2.33  -2.627]
1839	0	0	[ 0.2463 -3.273  -1.898  -0.6206]
1840	3	1	[-2.4   -1.631 -6.016 -2.34 ]
1841	0	0	[-1.455 -3.42  -5.42  -5.535]
1842	3	0	[-1.268 -4.05  -4.984 -2.984]
1843	1	1	[-0.003185  0.2625   -0.9136   -1.292   ]
1844	0	2	[-1.514 -1.253 -1.238 -2.576]
1845	3	3	[-5.957 -5.066 -5.535 -4.242]
1846	2	2	[-0.646  -0.607  -0.2295 -3.273 ]
1847	0	0	[-5.45  -5.777 -5.88  -5.645]
1848	2	2	[-3.357 -2.23  -1.839 -2.742]
1849	2	2	[-4.902 -2.863 -2.023 -5.086]
1850	2	1	[-4.97  -2.12  -2.701 -2.781]
1851	2	0	[-2.617 -5.254 -4.312 -4.066]
1852	3	2	[-4.066 -5.254 -2.617 -2.83 ]
1853	3	0	[ 3.256  2.445 -1.03   2.416]
1854	3	0	[ 3.256 -1.03   2.445  2.715]
1855	1	3	[0.6157 0.7    1.195  2.883 ]
1856	1	0	[-3.26  -3.754 -5.383 -3.27 ]
1857	3	0	[-0.06033 -3.441   -3.168   -2.63   ]
1858	3	2	[-3.168   -3.441   -0.06033 -3.518  ]
1859	2	2	[-2.275 -3.438 -0.765 -3.385]
1860	0	0	[-2.275 -3.438 -3.385 -3.012]
1861	2	3	[-5.402 -5.25  -5.242 -4.414]
1862	0	0	[ 4.36  -1.168  0.653 -1.571]
1863	1	1	[-4.312  -0.4473 -3.684  -3.932 ]
1864	3	3	[-0.5044 -1.966  -0.0902  2.55  ]
1865	0	2	[-3.172 -2.916 -2.885 -3.676]
1866	0	0	[ 0.4102 -1.275  -0.0666 -1.895 ]
1867	3	3	[-2.76   -3.814  -4.133  -1.2705]
1868	0	3	[-3.514 -3.568 -5.15  -3.125]
1869	0	3	[-3.475 -5.15  -3.568 -3.125]
1870	3	3	[-3.883 -2.566 -1.523 -1.502]
1871	2	1	[-3.914 -1.975 -2.836 -2.809]
1872	2	2	[-6.523 -6.23  -5.613 -5.625]
1873	0	0	[-0.2059 -4.316  -3.236  -2.184 ]
1874	0	1	[-4.336 -3.537 -3.682 -4.156]
1875	2	2	[-2.584  -2.473  -0.4126 -3.945 ]
1876	3	3	[-4.76  -5.63  -5.344  0.105]
1877	1	1	[-3.305 -2.457 -2.475 -2.912]
1878	0	0	[-0.5933 -2.285  -1.043  -1.022 ]
1879	3	0	[-1.108 -1.231 -2.297 -1.432]
1880	1	2	[-4.88  -4.836 -4.586 -5.312]
1881	2	2	[-5.527 -4.105 -0.641 -4.926]
1882	2	2	[-5.527 -4.105 -2.66  -4.926]
1883	2	2	[-4.88  -5.312 -4.016 -4.586]
1884	1	1	[-0.02498  1.858    0.966   -2.213  ]
1885	0	0	[ 1.059  -0.7676 -1.24   -2.492 ]
1886	0	3	[-2.58  -5.332 -2.875 -1.127]
1887	0	3	[-5.973 -5.996 -6.207 -5.617]
1888	2	2	[-2.775 -2.986 -0.779 -1.494]
